Invoice No.,Vendor Name,Address,Phone No,Mail,Date,Item/Material Name,Quantity,Unit,Unit Price,Tax Amount,Total Price,Payment Terms,Status,Due Date
INV000539,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,11-08-2024,Black Pepper,148,grams,10.55,101.63,1663.03,Net 45,Approved,25-09-2024
INV000540,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,29-05-2025,Flour,21,kg,21.21,37.99,483.4,Net 60,Approved,28-07-2025
INV000541,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,07-11-2024,Chili Powder,92,grams,12.14,32.27,1149.15,Net 45,Rejected,22-12-2024
INV000542,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,03-03-2025,Ice Cream Base,2,liters,11.68,1296.67,1320.03,Net 45,Approved,17-04-2025
INV000543,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,29-01-2024,Cooking Oil,500,liters,12.25,431.38,6556.38,Net 60,Rejected,29-03-2024
INV000544,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,19-12-2024,Sugar,30,kg,16.26,25.69,513.49,Net 45,Approved,02-02-2025
INV000545,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,09-03-2024,Paneer,72,kg,9.77,39.79,743.23,Net 60,Approved,08-05-2024
INV000546,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,01-09-2024,Sugar,25,kg,2.02,2.33,52.83,Net 45,Approved,16-10-2024
INV000547,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,15-07-2024,Onions,145,kg,22.39,84.49,3331.04,Net 60,Approved,13-09-2024
INV000548,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,08-09-2024,Soft Drink Syrup,61,liters,10.27,67.25,693.72,Net 30,Approved,08-10-2024
INV000549,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,31-03-2024,Mint Leaves,113,grams,4.8,1140.1,1682.5,Net 15,Approved,15-04-2024
INV000550,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,09-11-2024,Yogurt,25,kg,21.81,38.27,583.52,Net 60,Approved,08-01-2025
INV000551,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,03-02-2025,Mushrooms,77,kg,11.95,47.64,967.79,Net 30,Approved,05-03-2025
INV000552,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,01-01-2024,Yogurt,27,kg,3.58,4.95,101.61,Net 15,Approved,16-01-2024
INV000553,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,25-05-2025,Lemon,87,pieces,16.35,45.13,1467.58,Net 45,Pending,09-07-2025
INV000554,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,25-02-2025,Cheese,8,kg,10.71,10.18,95.86,Net 60,Rejected,26-04-2025
INV000555,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,24-12-2024,Tomatoes,66,kg,2.61,15.95,188.21,Net 30,Approved,23-01-2025
INV000556,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,16-11-2024,Sugar,75,kg,5.98,17.84,466.34,Net 30,Rejected,16-12-2024
INV000557,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,12-02-2024,Prawns,69,kg,9.63,49.66,714.13,Net 45,Approved,28-03-2024
INV000558,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,25-05-2024,Ice Cream Base,52,liters,22.44,55.56,1222.44,Net 45,Approved,09-07-2024
INV000559,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,06-02-2025,Soft Drink Syrup,138,liters,1.12,16.78,171.34,Net 30,Approved,08-03-2025
INV000560,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,08-10-2024,Potatoes,147,kg,16.94,288.81,2778.99,Net 30,Approved,07-11-2024
INV000561,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,28-04-2025,Onions,36,kg,6.35,18.32,246.92,Net 30,Rejected,28-05-2025
INV000562,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,22-01-2025,Banana,21,kg,2.63,3.12,58.35,Net 60,Approved,23-03-2025
INV000563,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,30-04-2025,Bacon,80,kg,13.75,65.59,1165.59,Net 45,Pending,14-06-2025
INV000564,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,09-12-2024,Cream,51,liters,4.24,11.65,227.89,Net 60,Approved,07-02-2025
INV000565,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,10-02-2024,Tomatoes,96,kg,8.92,20.3,876.62,Net 45,Approved,26-03-2024
INV000566,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,07-06-2024,Milk,134,liters,7.13,83.2,1038.62,Net 30,Approved,07-07-2024
INV000567,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,26-07-2024,Sugar,119,kg,20.57,208.55,2656.38,Net 45,Approved,09-09-2024
INV000568,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,02-03-2025,Garlic,56,kg,4.8,25.86,294.66,Net 60,Pending,01-05-2025
INV000569,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,11-04-2024,Chicken Breast,36,kg,18.76,61.59,736.95,Net 30,Approved,11-05-2024
INV000306,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,11-09-2024,Vanilla Essence,104,ml,12.81,28.39,1360.63,Net 45,Approved,26-10-2024
INV000571,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,06-12-2024,Cheese,14,kg,16.24,11.97,239.33,Net 60,Approved,04-02-2025
INV000572,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,11-01-2025,Flour,144,kg,18.31,139.15,2775.79,Net 45,Rejected,25-02-2025
INV000573,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,04-04-2024,Bread,111,pieces,11.43,45.64,1314.37,Net 60,Approved,03-06-2024
INV000574,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,23-01-2024,Carrots,74,kg,24.3,184.48,1982.68,Net 45,Approved,08-03-2024
INV000575,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,04-05-2025,Fish Fillet,82,kg,22.99,50.45,1935.63,Net 15,Pending,19-05-2025
INV000576,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,17-04-2025,Cheese,129,kg,23.75,180.21,3243.96,Net 30,Approved,17-05-2025
INV000577,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,04-07-2024,Milk,76,liters,2.34,9.29,187.13,Net 30,Approved,03-08-2024
INV000578,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,03-05-2024,Fish Fillet,1000,kg,11.51,494.1,12004.1,Net 60,Approved,02-07-2024
INV000579,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,29-08-2024,Tomatoes,20,kg,19.55,16.55,407.55,Net 60,Approved,28-10-2024
INV000580,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,03-03-2025,Rice,46,kg,1.86,4.48,90.04,Net 15,Approved,18-03-2025
INV000581,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,11-01-2024,Cooking Oil,30,liters,12.39,42.79,414.49,Net 60,Approved,11-03-2024
INV000582,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,04-03-2025,Soda Water,108,liters,22.81,186.18,2649.66,Net 30,Approved,03-04-2025
INV000583,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,12-11-2024,Banana,77,kg,14.2,63.19,1156.59,Net 30,Approved,12-12-2024
INV000584,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,13-03-2024,Cumin,1,grams,14.98,0.43,15.41,Net 30,Approved,12-04-2024
INV000585,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,23-06-2024,Cheese,85,kg,19.32,131.79,1773.99,Net 60,Approved,22-08-2024
INV000586,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,29-03-2024,Lettuce,11,kg,20.51,5.32,230.93,Net 15,Approved,13-04-2024
INV000587,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,24-12-2024,Vanilla Essence,52,ml,17.93,91.28,1023.64,Net 15,Approved,08-01-2025
INV000588,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,01-04-2024,Garlic,119,kg,13.5,166.78,1773.28,Net 30,Approved,01-05-2024
INV000589,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,18-05-2025,Tomatoes,129,kg,4.91,76,709.39,Net 30,Approved,17-06-2025
INV000590,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,29-04-2024,Eggs,35,pieces,10.44,24.78,390.18,Net 30,Approved,29-05-2024
INV000591,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,22-01-2025,Sugar,135,kg,8.18,69.81,1174.11,Net 45,Approved,08-03-2025
INV000592,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,14-08-2024,Flour,63,kg,8.8,45.43,599.83,Net 60,Approved,13-10-2024
INV000593,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,30-01-2025,Chocolate Sauce,133,liters,1.07,14.38,156.69,Net 45,Rejected,16-03-2025
INV000594,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,31-07-2024,Onions,8,kg,8.91,2.82,74.1,Net 30,Approved,30-08-2024
INV000595,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,18-11-2024,Prawns,29,kg,23.29,46.11,721.52,Net 45,Approved,02-01-2025
INV000596,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,09-01-2025,Green Peas,114,kg,16.12,144.69,1982.37,Net 60,Approved,10-03-2025
INV000597,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,01-01-2025,Chili Powder,144,grams,5.19,74.96,822.32,Net 30,Approved,31-01-2025
INV000598,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,08-07-2024,Eggs,84,pieces,15.89,109.53,1444.29,Net 60,Approved,06-09-2024
INV000599,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,20-12-2024,Tomatoes,146,kg,24.25,109.58,3650.08,Net 15,Approved,04-01-2025
INV000600,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,04-03-2025,Carrots,9,kg,16.22,5.83,151.81,Net 45,Approved,18-04-2025
INV000601,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,22-04-2024,Yogurt,128,kg,13.6,196.36,1937.16,Net 30,Approved,22-05-2024
INV000602,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,24-10-2024,Paneer,76,kg,11.9,30.77,935.17,Net 30,Approved,23-11-2024
INV000603,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,28-05-2024,Potatoes,121,kg,18.71,75.17,2339.08,Net 15,Approved,12-06-2024
INV000488,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,26-01-2024,Fish Fillet,61,kg,12.85,31.43,815.28,Net 15,Approved,10-02-2024
INV000605,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,29-01-2025,Green Peas,29,kg,9.37,20.98,292.71,Net 30,Approved,28-02-2025
INV000606,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,16-04-2024,Vanilla Essence,92,ml,12.35,103.04,1239.24,Net 60,Approved,15-06-2024
INV000607,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,24-02-2024,Butter,31,kg,18.53,39.19,613.62,Net 45,Approved,09-04-2024
INV000608,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,02-08-2024,Soda Water,37,liters,16.64,44.43,660.11,Net 30,Approved,01-09-2024
INV000609,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,18-11-2024,Chocolate Sauce,37,liters,12.05,11.45,457.3,Net 15,Approved,03-12-2024
INV000610,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,20-09-2024,Bread,28,pieces,11.66,17.32,343.8,Net 30,Approved,20-10-2024
INV000611,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,29-01-2025,Salt,69,kg,10.9,38.29,790.39,Net 45,Approved,15-03-2025
INV000612,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,26-07-2024,Coriander,95,grams,19.99,90.84,1989.89,Net 60,Approved,24-09-2024
INV000613,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,02-01-2024,Mutton,96,kg,11.44,40.09,1138.33,Net 45,Approved,16-02-2024
INV000614,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,07-08-2024,Lemon,92,pieces,2.44,10.05,234.53,Net 45,Approved,21-09-2024
INV000615,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,19-08-2024,Mutton,12,kg,7.08,4.39,89.35,Net 15,Approved,03-09-2024
INV000616,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,31-03-2025,Mushrooms,71,kg,16.01,88.08,1224.79,Net 45,Rejected,15-05-2025
INV000617,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,26-03-2025,Vanilla Essence,1,ml,24.27,2.22,26.49,Net 60,Approved,25-05-2025
INV000618,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,27-05-2025,Milk,65,liters,24.65,36.52,1638.77,Net 60,Rejected,26-07-2025
INV000619,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,15-01-2025,Black Pepper,62,grams,20.07,134.31,1378.65,Net 15,Approved,30-01-2025
INV000620,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,25-04-2024,Ginger,50,kg,16.8,30.37,870.37,Net 30,Approved,25-05-2024
INV000621,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,12-12-2024,Pasta,23,kg,3.54,6.96,88.38,Net 60,Approved,10-02-2025
INV000622,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,22-02-2025,Paneer,96,kg,18.39,97.84,1863.28,Net 30,Approved,24-03-2025
INV000623,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,11-01-2025,Black Pepper,102,grams,5.84,30.26,625.94,Net 60,Approved,12-03-2025
INV000624,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,25-09-2024,Lettuce,149,kg,4.37,28.07,679.2,Net 45,Rejected,09-11-2024
INV000625,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,15-09-2024,Onions,38,kg,23.39,32.14,920.96,Net 60,Approved,14-11-2024
INV000626,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,04-03-2025,Soda Water,123,liters,9.99,141.71,1370.48,Net 30,Rejected,03-04-2025
INV000627,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,26-02-2025,Chicken Breast,57,kg,14.71,60.62,899.09,Net 60,Approved,27-04-2025
INV000628,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,19-10-2024,Yogurt,7,kg,8.07,1.76,58.25,Net 45,Approved,03-12-2024
INV000629,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,19-12-2024,Mushrooms,106,kg,1.72,6.73,189.05,Net 45,Approved,02-02-2025
INV000630,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,06-09-2024,Carrots,44,kg,10.34,19.42,474.38,Net 30,Approved,06-10-2024
INV000631,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,26-05-2024,Wheat,109,kg,16,94.73,1838.73,Net 15,Approved,10-06-2024
INV000632,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,04-07-2024,Sugar,133,kg,17.19,182.1,2468.37,Net 30,Approved,03-08-2024
INV000633,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,20-03-2025,Carrots,94,kg,12.66,122.79,1312.83,Net 15,Approved,04-04-2025
INV000634,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,24-10-2024,Banana,141,kg,3.75,46.7,575.45,Net 30,Approved,23-11-2024
INV000635,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,30-06-2024,Bell Pepper,72,kg,17.3,64.11,1309.71,Net 45,Approved,14-08-2024
INV000636,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,15-11-2024,Bread,1,pieces,8.46,1969.66,1978.12,Net 45,Approved,30-12-2024
INV000637,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,03-02-2024,Paneer,134,kg,4.62,40.07,659.15,Net 60,Approved,03-04-2024
INV000638,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,04-09-2024,Cheese,55,kg,2.36,5.64,135.44,Net 60,Approved,03-11-2024
INV000639,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,02-01-2025,Butter,48,kg,23.04,59.16,1165.08,Net 30,Approved,01-02-2025
INV000640,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,23-10-2024,Eggs,19,pieces,18.49,16.97,368.28,Net 60,Approved,22-12-2024
INV000641,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,26-10-2024,Banana,106,kg,23.58,108.68,2608.16,Net 30,Approved,25-11-2024
INV000642,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,30-05-2025,Wheat,7,kg,1.52,0.43,11.07,Net 15,Approved,14-06-2025
INV000643,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,21-05-2025,Black Pepper,27,grams,14.07,45.1,424.99,Net 45,Approved,05-07-2025
INV000644,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,28-04-2024,Bell Pepper,135,kg,23.86,327.09,3548.19,Net 30,Approved,28-05-2024
INV000645,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,19-01-2025,Garlic,87,kg,14.76,47.2,1331.32,Net 45,Rejected,05-03-2025
INV000646,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,29-01-2024,Cheese,114,kg,2.26,23.07,280.71,Net 30,Approved,28-02-2024
INV000647,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,08-04-2024,Garlic,58,kg,15.23,59.98,943.32,Net 45,Approved,23-05-2024
INV000648,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,25-01-2025,Soft Drink Syrup,72,liters,8.15,69.98,656.78,Net 15,Approved,09-02-2025
INV000649,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,03-04-2025,Black Pepper,73,grams,16.65,71.15,1286.6,Net 15,Approved,18-04-2025
INV000650,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,14-09-2024,Mushrooms,82,kg,18.23,114.06,1608.92,Net 30,Approved,14-10-2024
INV000651,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,18-03-2024,Ice Cream Base,25,liters,3.25,8.52,89.77,Net 15,Rejected,02-04-2024
INV000652,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,07-12-2024,Green Peas,69,kg,22.73,124.05,1692.42,Net 15,Approved,22-12-2024
INV000653,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,18-03-2024,Tomatoes,82,kg,24.46,182.24,2187.96,Net 60,Approved,17-05-2024
INV000654,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,12-02-2025,Mint Leaves,110,grams,24.7,159.72,2876.72,Net 15,Approved,27-02-2025
INV000655,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,20-12-2024,Banana,113,kg,1.62,12.87,195.93,Net 30,Approved,19-01-2025
INV000656,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,12-01-2024,Pasta,73,kg,20.34,160.09,1644.91,Net 15,Approved,27-01-2024
INV000657,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,21-04-2024,Sugar,21,kg,22.93,20.64,502.17,Net 45,Rejected,05-06-2024
INV000658,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,14-11-2024,Onions,122,kg,7.4,45.07,947.87,Net 45,Approved,29-12-2024
INV000659,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,23-05-2025,Mutton,41,kg,1.2,3,52.2,Net 30,Approved,22-06-2025
INV000593,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,30-01-2025,Chocolate Sauce,133,liters,1.07,14.38,156.69,Net 45,Approved,16-03-2025
INV000661,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,28-02-2024,Garlic,133,kg,5.63,46.67,795.46,Net 15,Approved,14-03-2024
INV000662,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,30-12-2024,Fish Fillet,76,kg,11.62,32.53,915.65,Net 30,Approved,29-01-2025
INV000663,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,24-07-2024,Banana,69,kg,18.93,152,1458.17,Net 15,Rejected,08-08-2024
INV000664,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,19-09-2024,Milk,74,liters,13.55,53.19,1055.89,Net 30,Approved,19-10-2024
INV000665,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,29-04-2025,Soft Drink Syrup,81,liters,12.63,28.54,1051.57,Net 15,Approved,14-05-2025
INV000666,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,04-11-2024,Prawns,41,kg,17.8,86.71,816.51,Net 30,Rejected,04-12-2024
INV000667,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,19-05-2025,Onions,63,kg,13.88,100.37,974.81,Net 30,Approved,18-06-2025
INV000668,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,03-03-2024,Eggs,7,pieces,10.94,7.82,84.4,Net 15,Approved,18-03-2024
INV000669,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,12-09-2024,Lemon,59,pieces,16.93,66.9,1065.77,Net 45,Approved,27-10-2024
INV000670,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,18-02-2025,Prawns,79,kg,18.9,176.27,1669.37,Net 30,Approved,20-03-2025
INV000671,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,22-10-2024,Salt,29,kg,24.73,42.82,759.99,Net 30,Approved,21-11-2024
INV000672,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,02-09-2024,Mint Leaves,115,grams,5.06,22.16,604.06,Net 45,Approved,17-10-2024
INV000673,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,01-05-2025,Pasta,130,kg,22.36,245.35,3152.15,Net 30,Approved,31-05-2025
INV000674,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,14-01-2025,Cumin,63,grams,8.53,27.53,564.92,Net 60,Approved,15-03-2025
